CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit
711492258,Existing Customer,50,M,2,Graduate,Married,$60K - $80K,Blue,2021
771106458,Existing Customer,54,F,4,College,Married,Less than $40K,Blue,2444
713183508,Existing Customer,39,F,1,High School,Married,Unknown,Blue,2751
710832108,Existing Customer,52,F,2,Unknown,Single,$40K - $60K,Blue,9017
719940483,Existing Customer,51,F,1,Graduate,Married,$40K - $60K,Blue,2107
715207458,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,2029
716839983,Existing Customer,48,M,3,College,Married,$120K +,Blue,32777
781073733,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,4607
757594083,Existing Customer,52,F,1,Unknown,Married,Unknown,Blue,23486
764496708,Existing Customer,54,F,2,High School,Married,Unknown,Blue,1997
714080433,Existing Customer,40,F,5,College,Married,$40K - $60K,Blue,3144
757675158,Existing Customer,47,F,4,Post-Graduate,Divorced,$40K - $60K,Blue,2725
715361433,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,1874
778191933,Attrited Customer,45,M,3,Uneducated,Single,$120K +,Blue,7135
718792758,Existing Customer,35,F,4,Uneducated,Married,Unknown,Blue,3379
709738008,Existing Customer,48,F,3,Unknown,Married,$40K - $60K,Blue,2804
799020258,Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,16553
718152333,Attrited Customer,41,F,3,Doctorate,Single,Unknown,Blue,2246
716324583,Existing Customer,42,F,4,Uneducated,Single,Unknown,Blue,2875
720887058,Existing Customer,51,F,1,Unknown,Married,Unknown,Blue,3668
714825408,Existing Customer,45,F,3,High School,Single,$40K - $60K,Blue,2853
788620083,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,2382
719490108,Existing Customer,54,F,3,Graduate,Single,Less than $40K,Blue,2830
709044183,Existing Customer,47,F,3,Unknown,Married,Unknown,Blue,24987
756944133,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,3705
785285883,Attrited Customer,49,F,3,Graduate,Single,Less than $40K,Blue,1675
779770683,Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,1439
718510983,Existing Customer,54,F,3,Unknown,Single,$40K - $60K,Blue,4440
710322033,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,2563
710560008,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,1896
711298458,Attrited Customer,39,F,3,Unknown,Married,Less than $40K,Blue,2190
789164283,Existing Customer,55,F,0,Uneducated,Married,Less than $40K,Blue,2596
715773783,Attrited Customer,44,F,2,Graduate,Single,$40K - $60K,Blue,4196
779158533,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,1616
720463833,Existing Customer,42,M,5,Uneducated,Single,$60K - $80K,Blue,6618
712747758,Attrited Customer,50,F,4,Uneducated,Single,Less than $40K,Blue,2477
771067308,Existing Customer,38,F,3,High School,Single,$40K - $60K,Blue,3040
750995508,Attrited Customer,41,M,3,Unknown,Single,$60K - $80K,Blue,4697
716171358,Existing Customer,51,M,4,College,Married,$40K - $60K,Blue,4436
794637333,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Silver,13138
718437033,Attrited Customer,46,M,2,Uneducated,Unknown,$60K - $80K,Blue,1438.3
718492908,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,3297
716033508,Existing Customer,46,M,2,Graduate,Single,$60K - $80K,Blue,6272
717603858,Existing Customer,54,M,3,College,Single,$40K - $60K,Blue,5608
714741933,Existing Customer,42,M,4,Unknown,Married,$60K - $80K,Blue,9906
716558283,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,1621
719022558,Existing Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,2305
717334233,Existing Customer,54,F,1,Uneducated,Single,$40K - $60K,Blue,9525
709222008,Attrited Customer,41,M,3,Unknown,Single,$80K - $120K,Blue,4742
719192808,Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,3168
719281533,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,2939
710877108,Existing Customer,44,F,1,High School,Divorced,Less than $40K,Blue,2724
714155283,Existing Customer,46,F,2,Unknown,Married,Unknown,Blue,6990
771214083,Existing Customer,45,M,2,High School,Unknown,$60K - $80K,Blue,1870
770581983,Existing Customer,55,F,4,Graduate,Married,$40K - $60K,Blue,1438.3
718742808,Attrited Customer,55,F,1,High School,Married,$40K - $60K,Blue,4629
710257683,Existing Customer,50,M,3,Graduate,Single,$120K +,Blue,34516
721426383,Attrited Customer,36,F,3,Unknown,Single,Less than $40K,Blue,1558
721041483,Attrited Customer,45,M,4,Doctorate,Married,$60K - $80K,Blue,13093
719922558,Existing Customer,45,F,5,Unknown,Divorced,$40K - $60K,Blue,1438.3
715072533,Existing Customer,41,F,3,Unknown,Unknown,$40K - $60K,Blue,4451
716214108,Existing Customer,44,M,4,Uneducated,Single,$60K - $80K,Blue,6426
772216833,Existing Customer,47,F,5,Graduate,Single,Less than $40K,Blue,2761
708553008,Existing Customer,38,F,1,High School,Single,$40K - $60K,Blue,2148
778880358,Existing Customer,49,F,4,Graduate,Divorced,$40K - $60K,Blue,2485
720258183,Existing Customer,39,F,4,Graduate,Single,$40K - $60K,Blue,3394
720689583,Existing Customer,50,F,3,High School,Married,$40K - $60K,Blue,3367
758168133,Existing Customer,50,F,0,High School,Married,$40K - $60K,Blue,4154
716322783,Existing Customer,47,F,3,Unknown,Married,Less than $40K,Blue,2154
711118083,Existing Customer,54,F,4,Graduate,Divorced,Less than $40K,Blue,2506
709591533,Existing Customer,46,F,3,College,Divorced,Less than $40K,Blue,1774
794556333,Existing Customer,43,F,2,Unknown,Single,Unknown,Blue,3287
771630783,Existing Customer,42,F,3,High School,Married,Unknown,Blue,1821
708672708,Existing Customer,49,M,4,High School,Unknown,$80K - $120K,Blue,34516
715590258,Existing Customer,45,F,4,Uneducated,Single,$40K - $60K,Blue,3918
714241083,Existing Customer,49,F,1,Graduate,Married,Unknown,Blue,5455
708416433,Attrited Customer,41,F,1,High School,Single,Less than $40K,Blue,2372
779183958,Attrited Customer,45,F,2,Graduate,Single,Less than $40K,Blue,1492
709061658,Existing Customer,44,F,1,Graduate,Single,Less than $40K,Blue,1550
717384183,Existing Customer,58,F,3,Graduate,Single,Less than $40K,Blue,2669
778921908,Existing Customer,42,M,4,College,Single,$60K - $80K,Blue,3311
714745608,Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,3068
709200633,Existing Customer,55,F,1,Graduate,Single,Unknown,Blue,2721
714714558,Existing Customer,37,F,2,Uneducated,Single,$40K - $60K,Blue,3050
801363633,Existing Customer,60,F,2,Graduate,Married,Unknown,Blue,3356
778847808,Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,2647
713015433,Existing Customer,50,F,4,Unknown,Married,Less than $40K,Blue,2407
711666708,Attrited Customer,52,F,2,High School,Married,Unknown,Blue,2233
809631483,Existing Customer,42,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,32106
808967883,Existing Customer,48,F,4,Unknown,Married,Less than $40K,Blue,2089
710532258,Existing Customer,48,F,3,High School,Divorced,Less than $40K,Blue,2185
812235108,Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,4057
817293258,Existing Customer,44,F,4,College,Married,$40K - $60K,Blue,3183
714695883,Existing Customer,45,F,5,Uneducated,Unknown,Less than $40K,Blue,2699
738062658,Existing Customer,57,M,3,Graduate,Single,$80K - $120K,Blue,17096
709518858,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,2897
819634233,Attrited Customer,46,F,2,Graduate,Unknown,Less than $40K,Blue,6568
711272058,Existing Customer,40,F,4,Graduate,Married,Unknown,Blue,1622
716262708,Existing Customer,51,F,2,College,Single,Less than $40K,Blue,1438.3
708928008,Existing Customer,34,F,2,High School,Single,$40K - $60K,Blue,1677
765755283,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,7884
711922158,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,1860
773177358,Existing Customer,48,F,3,Graduate,Married,Unknown,Blue,8074
779638983,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,2124
708723858,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,3413
712184133,Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,2178
709948233,Existing Customer,47,F,3,Uneducated,Single,Unknown,Blue,2446
709415583,Existing Customer,37,F,2,Unknown,Single,Less than $40K,Blue,3967
714005508,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,4146
712407033,Existing Customer,26,F,0,Uneducated,Unknown,Unknown,Silver,34516
716333283,Existing Customer,58,F,0,Unknown,Unknown,Less than $40K,Blue,1869
715534083,Existing Customer,46,F,2,College,Single,Unknown,Blue,2168
789492558,Existing Customer,49,F,2,College,Married,Less than $40K,Blue,2096
770929383,Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,7293
708890133,Existing Customer,46,F,4,College,Married,Unknown,Blue,1438.3
788595183,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue,1438.3
713167383,Existing Customer,57,F,3,High School,Single,Less than $40K,Blue,2298
717704433,Existing Customer,48,F,4,Unknown,Single,Unknown,Blue,3829
718590183,Existing Customer,58,F,3,Doctorate,Married,Less than $40K,Blue,1517
719019483,Existing Customer,46,F,2,College,Unknown,Less than $40K,Silver,13427
710401458,Existing Customer,53,M,3,Unknown,Married,$80K - $120K,Blue,16747
720783558,Existing Customer,58,F,1,Graduate,Married,Unknown,Blue,9926
772364358,Existing Customer,54,F,2,High School,Unknown,Less than $40K,Blue,2691
719868183,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,1456
709388058,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,2005
717004533,Existing Customer,35,F,3,High School,Married,Less than $40K,Blue,4790
714969183,Existing Customer,46,F,2,Unknown,Married,Less than $40K,Blue,3123
720837708,Existing Customer,42,F,3,College,Unknown,Less than $40K,Blue,5471
759947433,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,13670
767404083,Attrited Customer,52,M,2,Graduate,Single,$60K - $80K,Blue,3460
781926633,Existing Customer,48,M,2,Uneducated,Married,$40K - $60K,Blue,3202
772127508,Attrited Customer,31,F,1,Uneducated,Married,Less than $40K,Blue,1438.3
720518283,Existing Customer,50,M,2,Post-Graduate,Single,$60K - $80K,Blue,2296
715380483,Existing Customer,54,F,5,Unknown,Single,Less than $40K,Blue,1476
789296133,Existing Customer,35,F,3,Doctorate,Single,Unknown,Blue,12287
711029358,Existing Customer,41,F,4,Unknown,Single,Less than $40K,Blue,2470
712615008,Existing Customer,46,M,2,Graduate,Unknown,$120K +,Blue,24431
816826008,Existing Customer,41,M,4,Unknown,Married,Less than $40K,Blue,1950
715488483,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,6615
717759783,Existing Customer,47,F,4,Unknown,Single,Unknown,Blue,5756
796083783,Attrited Customer,55,F,2,College,Single,Unknown,Blue,1438.3
709925733,Existing Customer,32,F,0,Unknown,Single,Less than $40K,Blue,1438.3
715309083,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,1912
778441533,Attrited Customer,45,F,4,High School,Single,Unknown,Blue,4549
715891533,Existing Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,1979
788848458,Existing Customer,40,F,5,Unknown,Married,$40K - $60K,Blue,2803
708399858,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,2548
711944733,Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,1457
712683633,Attrited Customer,32,F,0,Unknown,Married,Less than $40K,Blue,1438.3
785487783,Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,1980
718951683,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,2216
718329183,Existing Customer,57,F,3,Graduate,Divorced,$40K - $60K,Blue,4262
788960658,Existing Customer,42,F,2,Uneducated,Married,Less than $40K,Blue,2573
713120433,Existing Customer,55,F,2,High School,Married,$40K - $60K,Blue,5431
720980958,Existing Customer,43,F,5,Uneducated,Married,Less than $40K,Blue,3092
709606158,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,2984
714168183,Existing Customer,48,F,2,Uneducated,Married,Unknown,Blue,2186
712524858,Existing Customer,34,M,1,Graduate,Single,Less than $40K,Blue,2669
815072283,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,1789
715980258,Existing Customer,36,F,1,Doctorate,Single,Less than $40K,Blue,2835
788715483,Existing Customer,44,F,5,Graduate,Single,Less than $40K,Blue,1558
809276808,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,7299
708885558,Attrited Customer,56,F,1,High School,Single,Less than $40K,Blue,3556
789373683,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,1438.3
714216858,Existing Customer,35,F,2,Unknown,Single,Unknown,Blue,1507
719150658,Attrited Customer,51,F,2,Graduate,Married,Unknown,Blue,7551
712302783,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,2468
799717458,Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,2515
716354883,Attrited Customer,59,F,0,Graduate,Unknown,Unknown,Blue,9076
719601708,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,10699
720150858,Attrited Customer,34,M,2,High School,Married,$80K - $120K,Blue,1439
824915208,Existing Customer,44,F,3,Doctorate,Married,Unknown,Blue,7212
798777708,Existing Customer,54,F,4,High School,Single,$40K - $60K,Blue,3089
805229133,Existing Customer,46,M,3,Unknown,Unknown,$80K - $120K,Blue,11250
716365233,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,1665
796544133,Existing Customer,54,M,1,College,Single,$120K +,Blue,2456
778143183,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,11773
717011958,Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,1438.3
778264008,Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,3104
789507408,Existing Customer,48,F,3,College,Unknown,Unknown,Blue,2337
788842008,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,4060
714742758,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,3428
717742908,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,12967
712874433,Existing Customer,45,M,3,Unknown,Single,Less than $40K,Blue,2326
711092658,Attrited Customer,39,F,3,Graduate,Married,Unknown,Blue,4376
720299283,Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,Blue,12745
719237058,Existing Customer,39,M,2,Doctorate,Single,$60K - $80K,Blue,1790
719671383,Existing Customer,40,F,3,Uneducated,Unknown,Less than $40K,Blue,2969
788290383,Existing Customer,43,M,3,Doctorate,Single,$40K - $60K,Blue,4970
779701983,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,5400
779247483,Attrited Customer,46,F,1,Uneducated,Unknown,Unknown,Blue,2069
767093133,Existing Customer,52,F,2,Unknown,Married,Unknown,Blue,3192
717979008,Existing Customer,48,F,3,Unknown,Single,Less than $40K,Blue,2105
712132383,Existing Customer,44,M,4,College,Single,$80K - $120K,Blue,1876
772306383,Attrited Customer,57,F,3,Unknown,Unknown,Less than $40K,Blue,1462
714469008,Existing Customer,40,F,2,Unknown,Single,$40K - $60K,Blue,2351
812446158,Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,1719
779401233,Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,Blue,1438.3
784994883,Existing Customer,26,F,0,Unknown,Married,Less than $40K,Blue,2516
721080183,Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,4883
712572858,Existing Customer,38,M,3,High School,Single,$80K - $120K,Blue,3413
719759733,Attrited Customer,59,F,0,Unknown,Single,$40K - $60K,Blue,1852
780371433,Existing Customer,35,F,2,Graduate,Married,Unknown,Blue,3339
822170733,Attrited Customer,45,F,4,College,Single,Less than $40K,Blue,3785
708224133,Existing Customer,61,M,0,Uneducated,Single,$40K - $60K,Blue,2228
719299533,Attrited Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,3626
780633483,Existing Customer,58,F,0,Graduate,Married,$40K - $60K,Blue,2194
771356508,Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,2665
823629333,Existing Customer,42,M,4,Uneducated,Married,$40K - $60K,Blue,2444
712961658,Existing Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,3335
710464683,Existing Customer,45,F,3,Post-Graduate,Married,Less than $40K,Blue,2726
716688183,Attrited Customer,51,F,1,High School,Married,Less than $40K,Blue,1665
789082758,Existing Customer,40,F,2,High School,Married,Less than $40K,Blue,2734
709140858,Existing Customer,57,F,2,College,Single,Less than $40K,Blue,1727
822127008,Existing Customer,50,F,1,Post-Graduate,Married,Unknown,Blue,19349
720496158,Existing Customer,53,M,0,Unknown,Single,$60K - $80K,Blue,13409
774588633,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,1438.3
788465583,Existing Customer,42,F,3,College,Single,$40K - $60K,Blue,6330
741517458,Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,2575
709935708,Existing Customer,55,F,1,Unknown,Married,$40K - $60K,Blue,3391
721112508,Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,5298
720734583,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,2540
772286658,Attrited Customer,63,M,1,Graduate,Single,$60K - $80K,Blue,14324
807149058,Existing Customer,48,F,5,Unknown,Married,Less than $40K,Blue,2876
771045708,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,1504
711733308,Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,1839
710518308,Existing Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,1685
716586408,Existing Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,4850
713152383,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,2840
771935283,Existing Customer,47,F,4,Graduate,Single,$40K - $60K,Blue,2977
720460083,Attrited Customer,45,F,4,Unknown,Single,Unknown,Gold,34516
825838908,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,1961
709082808,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,2156
710937783,Existing Customer,53,F,0,Uneducated,Married,$40K - $60K,Blue,2772
789540108,Existing Customer,29,F,1,Uneducated,Married,Less than $40K,Blue,2832
709824633,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,1552
717874533,Attrited Customer,46,M,2,High School,Single,$40K - $60K,Blue,6362
712571883,Existing Customer,40,M,3,Graduate,Divorced,Less than $40K,Silver,11409
716926758,Existing Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,1965
716181858,Existing Customer,42,F,2,Uneducated,Married,$40K - $60K,Blue,1622
779613933,Existing Customer,38,F,4,Uneducated,Married,Less than $40K,Blue,1736
712136058,Attrited Customer,54,F,2,College,Single,Unknown,Blue,8827
709678608,Existing Customer,49,M,4,High School,Married,$80K - $120K,Blue,24256
714276408,Attrited Customer,52,F,3,Uneducated,Single,$40K - $60K,Blue,1915
719953383,Existing Customer,38,F,4,College,Single,Less than $40K,Blue,1438.3
718795083,Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,2006
720503508,Existing Customer,44,F,1,Uneducated,Divorced,Less than $40K,Blue,5594
770762133,Existing Customer,52,F,3,High School,Married,Unknown,Blue,3505
713555133,Attrited Customer,56,F,3,High School,Unknown,Less than $40K,Blue,1667
711232608,Attrited Customer,47,F,5,High School,Single,Less than $40K,Blue,1636
780322908,Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue,3281
708207783,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,1477
719590458,Attrited Customer,44,F,4,Graduate,Married,Less than $40K,Blue,1905
778679883,Existing Customer,39,M,2,Graduate,Single,$60K - $80K,Blue,6146
780230208,Existing Customer,53,M,2,College,Married,$40K - $60K,Blue,2672
827703258,Existing Customer,42,M,4,High School,Married,$60K - $80K,Blue,13426
807379833,Attrited Customer,48,M,3,Graduate,Divorced,$40K - $60K,Blue,9104
711178383,Existing Customer,47,M,2,Post-Graduate,Married,$80K - $120K,Blue,30300
712203333,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,7088
709261383,Existing Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,1872
715829358,Existing Customer,33,F,4,College,Married,$40K - $60K,Blue,2874
713213133,Existing Customer,36,M,2,Graduate,Single,$40K - $60K,Blue,6763
778860783,Attrited Customer,57,M,2,Unknown,Divorced,$120K +,Blue,24379
779442783,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,2867
780008358,Attrited Customer,59,M,0,Uneducated,Unknown,$60K - $80K,Blue,13172
721274208,Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,2201
714076683,Attrited Customer,29,F,0,College,Married,Less than $40K,Blue,3261
788791383,Existing Customer,39,F,3,High School,Married,$40K - $60K,Blue,5027
709459608,Existing Customer,47,F,2,Unknown,Unknown,$40K - $60K,Blue,1811
711560058,Existing Customer,49,M,1,High School,Married,$60K - $80K,Blue,2465
717657333,Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,7584
812218908,Attrited Customer,46,F,2,Unknown,Married,Less than $40K,Blue,4065
787482033,Attrited Customer,60,M,1,High School,Divorced,$80K - $120K,Blue,28930
779141658,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,4963
813810333,Attrited Customer,50,M,3,Post-Graduate,Married,$60K - $80K,Blue,2049
789613083,Existing Customer,47,M,3,Uneducated,Divorced,$60K - $80K,Blue,1943
794540883,Existing Customer,56,F,1,Post-Graduate,Married,$40K - $60K,Blue,3485
811889808,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,23459
720509433,Existing Customer,51,F,2,College,Single,Less than $40K,Blue,2306
715091208,Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,18177
719269308,Existing Customer,49,F,2,Graduate,Unknown,Less than $40K,Blue,3252
718200333,Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,2894
713487633,Existing Customer,44,M,3,Post-Graduate,Married,$80K - $120K,Blue,34516
789363408,Existing Customer,44,M,3,High School,Married,$120K +,Silver,34516
713916708,Existing Customer,53,M,3,Graduate,Single,$120K +,Gold,34516
823833483,Existing Customer,41,M,3,Graduate,Single,$40K - $60K,Blue,7839
717756258,Existing Customer,49,M,2,Unknown,Married,$120K +,Blue,16494
712879158,Existing Customer,49,M,1,High School,Married,$60K - $80K,Gold,6224
709474683,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,6078
772313358,Existing Customer,50,M,3,High School,Single,$80K - $120K,Blue,21322
711856683,Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,1590
718530258,Existing Customer,52,F,3,Uneducated,Divorced,Less than $40K,Blue,1986
716288208,Existing Customer,48,M,3,Graduate,Single,$60K - $80K,Blue,15618
718712583,Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,34496
806432433,Existing Customer,40,F,2,High School,Single,$40K - $60K,Blue,2544
720074583,Existing Customer,42,M,1,Graduate,Unknown,$80K - $120K,Blue,4765
768848658,Existing Customer,43,F,3,Unknown,Single,Unknown,Blue,16583
709895508,Existing Customer,42,M,3,Graduate,Married,Less than $40K,Blue,6153
711542358,Existing Customer,42,F,4,High School,Married,Less than $40K,Gold,15987
718773333,Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,5139
816832383,Existing Customer,61,F,1,High School,Single,Less than $40K,Blue,3421
714042108,Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,11000
714664683,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,2490
713894358,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Gold,34516
715436883,Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,2490
715260558,Existing Customer,44,F,4,High School,Single,$40K - $60K,Blue,2055
713664258,Existing Customer,56,M,2,Unknown,Single,$40K - $60K,Blue,14344
713364783,Existing Customer,42,F,1,Post-Graduate,Single,Less than $40K,Blue,3453
718078008,Existing Customer,40,M,2,College,Divorced,$60K - $80K,Blue,20304
798546408,Existing Customer,61,F,1,College,Single,Less than $40K,Blue,8283
779018508,Existing Customer,45,M,4,Uneducated,Single,$80K - $120K,Blue,11318
802668333,Attrited Customer,49,M,2,Graduate,Single,$80K - $120K,Blue,2384
718320933,Existing Customer,47,M,3,Uneducated,Married,$60K - $80K,Blue,11919
789016983,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,2948
713907633,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,5397
708474333,Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,12294
778894233,Existing Customer,42,M,5,High School,Unknown,$80K - $120K,Blue,7253
717244683,Existing Customer,43,F,3,College,Married,Unknown,Blue,21922
711410958,Existing Customer,40,M,3,High School,Married,$60K - $80K,Blue,13452
799711833,Existing Customer,50,F,3,College,Married,Unknown,Blue,24735
714047733,Existing Customer,53,F,3,Graduate,Single,$40K - $60K,Blue,4942
710061783,Attrited Customer,49,M,1,Graduate,Married,$40K - $60K,Blue,14973
711082908,Existing Customer,44,M,4,Uneducated,Single,$80K - $120K,Blue,19719
721190358,Existing Customer,49,M,4,Unknown,Unknown,$80K - $120K,Blue,29690
712760208,Existing Customer,42,F,4,Graduate,Married,Unknown,Blue,6751
751563933,Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,9484
815498733,Existing Customer,51,F,3,Unknown,Single,Less than $40K,Blue,4333
718433508,Existing Customer,40,F,3,Uneducated,Unknown,Less than $40K,Blue,2481
720935658,Existing Customer,57,F,4,Post-Graduate,Single,Less than $40K,Blue,3059
714754533,Existing Customer,51,M,0,Doctorate,Single,$120K +,Platinum,34516
714713508,Existing Customer,49,M,2,Doctorate,Divorced,$80K - $120K,Blue,25178
715038033,Existing Customer,61,M,1,Graduate,Single,Less than $40K,Blue,7169
809169858,Existing Customer,62,M,2,Graduate,Single,$60K - $80K,Blue,18224
718379358,Existing Customer,39,M,1,Unknown,Single,$80K - $120K,Silver,34516
779456508,Existing Customer,52,M,2,Graduate,Divorced,$60K - $80K,Blue,4813
708907833,Existing Customer,38,F,1,High School,Single,Unknown,Blue,24965
708693558,Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,12569
718665933,Existing Customer,43,M,3,Unknown,Divorced,$120K +,Blue,34516
816073983,Existing Customer,53,F,2,College,Single,Less than $40K,Blue,8259
715851333,Existing Customer,42,M,4,High School,Married,$60K - $80K,Blue,13804
712884408,Existing Customer,43,F,1,High School,Single,Unknown,Blue,5700
715404783,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,6448
773356008,Existing Customer,57,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,5479
789525408,Existing Customer,50,F,0,Uneducated,Married,Less than $40K,Blue,3749
721212258,Existing Customer,48,M,4,High School,Single,$120K +,Blue,30210
719625933,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,5807
714304458,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,3605
819975183,Existing Customer,44,F,4,College,Single,$40K - $60K,Silver,17077
785515533,Existing Customer,43,F,2,College,Married,Less than $40K,Blue,5380
720712533,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Gold,34516
709861008,Existing Customer,47,M,4,Post-Graduate,Married,$80K - $120K,Blue,27720
713911233,Existing Customer,47,F,3,Doctorate,Single,$40K - $60K,Silver,18341
712580958,Existing Customer,38,M,1,High School,Single,$120K +,Blue,27712
719473458,Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,8285
711764733,Existing Customer,41,F,4,Uneducated,Unknown,$40K - $60K,Silver,19704
